15:09:57.801 1139 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.mifa.cloud.voice.server.TestOpenApi], using SpringBootContextLoader
15:15:25.710 5386 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sqlSessionFactory' of type [org.apache.ibatis.session.defaults.DefaultSqlSessionFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.721 5397 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sqlSessionTemplate' of type [org.mybatis.spring.SqlSessionTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.728 5404 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'baseMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.734 5410 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'voiceServiceBillRateDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.741 5417 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'voiceNotifyLogDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.747 5423 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'voiceCheckBillLogDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.755 5431 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'voiceCategoryDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.757 5433 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'uploadFileLogMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.762 5438 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'templateVoiceDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.765 5441 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'systemRoleResourceDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.767 5443 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'systemRoleInfoDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.769 5445 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'systemResourceDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.772 5448 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'systemKeyValueMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.776 5452 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'parseLogDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.781 5457 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'openapiConfigDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.786 5462 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'customerVoiceBillDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.791 5467 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'customerUserContactsDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.795 5471 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'customerTaskUserContactsDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.805 5481 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'customerTaskContactGroupDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.813 5489 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'customerTaskCallDetailDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.816 5492 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'customerRechargeMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.818 5494 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'customerLoginInfoMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.821 5497 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'customerAuthCompanyMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.823 5499 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'customerAuthAuditMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.825 5501 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'customerAauthPersonMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.830 5506 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'callJobDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.834 5510 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'accountCapitalDetailDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.840 5516 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'accountCapitalDAO' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.897 5573 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$24fe6da4] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:25.986 5662 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$5e92af76] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:26.333 6009 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.netflix.metrics.MetricsInterceptorConfiguration$MetricsRestTemplateConfiguration' of type [org.springframework.cloud.netflix.metrics.MetricsInterceptorConfiguration$MetricsRestTemplateConfiguration$$EnhancerBySpringCGLIB$$90bf55b7] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:26.386 6062 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$7aacb273] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:15:28.148 7824 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Building JPA container EntityManagerFactory for persistence unit 'default'
15:15:28.165 7841 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
15:15:28.247 7923 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.0.12.Final}
15:15:28.249 7925 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
15:15:28.250 7926 [main] INFO  org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
15:15:28.297 7973 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
15:15:28.450 8126 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
15:15:28.724 8400 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
15:15:29.645 9321 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService  'taskExecutor'
15:15:32.869 12545 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - jolokia: No access restrictor found, access to any MBean is allowed
15:15:33.704 13380 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/api/v1/jx/call-back],methods=[POST]}" onto public void com.mifa.cloud.voice.server.controller.CallBackController.callBack(com.mifa.cloud.voice.server.api.jx.dto.CallBackV2Dto)
15:15:33.706 13382 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/call-job],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.CallJobController.addCallJob(com.mifa.cloud.voice.server.commons.dto.CustomerCallJobDto)
15:15:33.706 13382 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/call-job],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.CallJobController.alterCallJob(com.mifa.cloud.voice.server.commons.dto.CustomerCallJobDto)
15:15:33.707 13383 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/call-job],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.CallJobController.queryCallJob(java.lang.String,java.lang.Integer)
15:15:33.707 13383 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/call-job],methods=[DELETE]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.CallJobController.delCallJob(java.lang.String,java.lang.Integer)
15:15:33.708 13384 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/call-job-list],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.PageDto<com.mifa.cloud.voice.server.commons.dto.ContactGroupRspDto>> com.mifa.cloud.voice.server.controller.CallJobController.queryJobList(java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer)
15:15:33.708 13384 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/call-job-detail-list],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.PageDto<com.mifa.cloud.voice.server.commons.dto.CustomerTaskCallDetailDto>> com.mifa.cloud.voice.server.controller.CallJobController.queryDetailList(com.mifa.cloud.voice.server.commons.dto.CallDetailQueryDto,java.lang.Integer,java.lang.Integer)
15:15:33.711 13387 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/contact-group],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.ContactsController.addContactGroup(java.lang.String,java.lang.String,java.lang.String,java.lang.Integer)
15:15:33.711 13387 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/contact-group],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.ContactsController.addContactGroup(com.mifa.cloud.voice.server.commons.dto.ContactGroupPostDto)
15:15:33.712 13388 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/contact-group],methods=[DELETE]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.ContactsController.delContactGroup(java.lang.String,java.lang.Integer)
15:15:33.712 13388 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/contact-list],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.PageDto<com.mifa.cloud.voice.server.commons.dto.ContactRspDto>> com.mifa.cloud.voice.server.controller.ContactsController.queryContactList(com.mifa.cloud.voice.server.commons.dto.ContactQueryDto,java.lang.Integer,java.lang.Integer)
15:15:33.712 13388 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/contact-group-select-list],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.util.List<com.mifa.cloud.voice.server.commons.dto.ContactGroupSelectDto>> com.mifa.cloud.voice.server.controller.ContactsController.queryContactList(java.lang.String)
15:15:33.712 13388 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/contact-group-list],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.PageDto<com.mifa.cloud.voice.server.commons.dto.ContactGroupRspDto>> com.mifa.cloud.voice.server.controller.ContactsController.queryContactList(java.lang.String,java.lang.String,java.lang.Integer,java.lang.Integer)
15:15:33.713 13389 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/contact],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.PageDto<com.mifa.cloud.voice.server.commons.dto.ContactDto>> com.mifa.cloud.voice.server.controller.ContactsController.addContact(com.mifa.cloud.voice.server.commons.dto.ContactAlterReqDto)
15:15:33.713 13389 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/contact],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.PageDto<com.mifa.cloud.voice.server.commons.dto.ContactDto>> com.mifa.cloud.voice.server.controller.ContactsController.addContact(com.mifa.cloud.voice.server.commons.dto.ContactDto)
15:15:33.713 13389 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/contact],methods=[DELETE]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.ContactsController.delContact(java.lang.String,java.lang.Long,java.lang.Long)
15:15:33.949 13625 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/home-statistic],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.HomeStatisticRspDto> com.mifa.cloud.voice.server.controller.HomeController.homeStatistic(java.lang.String)
15:15:33.951 13627 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/role-resource-list],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse com.mifa.cloud.voice.server.controller.RbacController.alterfindRoleResourceList(com.mifa.cloud.voice.server.commons.dto.RoleResourcePostDto)
15:15:33.951 13627 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/role-resource-list],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.util.List<com.mifa.cloud.voice.server.commons.dto.ResourceDto>> com.mifa.cloud.voice.server.controller.RbacController.findRoleResourceList(java.lang.String,java.lang.String)
15:15:33.951 13627 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/role-list],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.util.List<com.mifa.cloud.voice.server.commons.dto.RoleDto>> com.mifa.cloud.voice.server.controller.RbacController.findRoleList(java.lang.String,com.mifa.cloud.voice.server.commons.enums.RoleEnum,com.mifa.cloud.voice.server.commons.enums.StatusEnum)
15:15:33.951 13627 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/role],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.RbacController.insertRole(com.mifa.cloud.voice.server.commons.dto.RolePostDto)
15:15:33.952 13628 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/role],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.RbacController.alterRole(com.mifa.cloud.voice.server.commons.dto.RolePostDto)
15:15:33.952 13628 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/role],methods=[DELETE]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.RbacController.delRoles(java.util.List<java.lang.Long>)
15:15:33.953 13629 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/menu],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.SystemManagerController.addMenu(java.util.List<com.mifa.cloud.voice.server.commons.dto.ResourceFunctionModelDto>)
15:15:33.953 13629 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/menu],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.SystemManagerController.alterMenu(java.util.List<com.mifa.cloud.voice.server.commons.dto.MenuDto>)
15:15:33.953 13629 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/menu],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.util.List<com.mifa.cloud.voice.server.commons.dto.MenuDto>> com.mifa.cloud.voice.server.controller.SystemManagerController.findMenuList(java.lang.Long,com.mifa.cloud.voice.server.commons.enums.StatusEnum)
15:15:33.955 13631 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/template-voice],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.TemplateVoiceController.addTemplateVoice(com.mifa.cloud.voice.server.commons.dto.TemplateVoiceDto)
15:15:33.955 13631 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/template-voice-list],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.PageDto<com.mifa.cloud.voice.server.commons.dto.VoiceTemplateRspDto>> com.mifa.cloud.voice.server.controller.TemplateVoiceController.queryTemplateVoiceList(com.mifa.cloud.voice.server.commons.dto.VoiceTemplateQuery,java.lang.Integer,java.lang.Integer)
15:15:33.956 13632 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/template-voice],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.VoiceTemplateRspDto> com.mifa.cloud.voice.server.controller.TemplateVoiceController.queryTemplateVoice(java.lang.String,java.lang.String)
15:15:33.956 13632 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/template-voice-select-list],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.util.List<com.mifa.cloud.voice.server.commons.dto.VoiceTemplateSelectDto>> com.mifa.cloud.voice.server.controller.TemplateVoiceController.queryTemplateVoiceSelectList(com.mifa.cloud.voice.server.commons.dto.VoiceTemplateSelectQueryDto)
15:15:33.957 13633 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/template-voice],methods=[DELETE]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.TemplateVoiceController.delTemplateVoiceList(java.lang.String,java.lang.String)
15:15:33.957 13633 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/template-voice],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.TemplateVoiceController.alterTemplateVoice(com.mifa.cloud.voice.server.commons.dto.VoiceTemplateAlterReqDto)
15:15:33.957 13633 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/template-voice-admin],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.TemplateVoiceController.alterTemplateVoiceByAdmin(com.mifa.cloud.voice.server.commons.dto.VoiceTemplateAdminAlterReqDto)
15:15:33.958 13634 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/template-voice-test],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.TemplateVoiceController.testTemplateVoice(com.mifa.cloud.voice.server.commons.dto.VoiceTemplateOpenDto)
15:15:33.958 13634 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/business-type-list],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.PageDto<com.mifa.cloud.voice.server.commons.dto.SystemKeyValueVO>> com.mifa.cloud.voice.server.controller.TemplateVoiceController.getBusinessTypeList(com.mifa.cloud.voice.server.commons.dto.SystemKeyValueQueryDTO,java.lang.Integer,java.lang.Integer)
15:15:33.959 13635 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/business-type],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.TemplateVoiceController.addBusinessType(com.mifa.cloud.voice.server.commons.dto.BusinessTyeAddDTO)
15:15:33.959 13635 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/business-type],methods=[PUT]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.TemplateVoiceController.editBusinessType(com.mifa.cloud.voice.server.commons.dto.SystemKeyValueEditDTO)
15:15:33.959 13635 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/business-type],methods=[DELETE]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<java.lang.Boolean> com.mifa.cloud.voice.server.controller.TemplateVoiceController.deleteBusinessType(java.lang.Long)
15:15:33.960 13636 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/business-type-detail],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.SystemKeyValueVO> com.mifa.cloud.voice.server.controller.TemplateVoiceController.getBusinessType(java.lang.Long)
15:15:33.960 13636 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/voiceTemplate-autid-list],methods=[GET]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.PageDto<com.mifa.cloud.voice.server.commons.dto.VoiceTemplateAuditVO>> com.mifa.cloud.voice.server.controller.TemplateVoiceController.getVoiceTemplateAutidList(com.mifa.cloud.voice.server.commons.dto.VoiceTemplateAuditQuery,java.lang.Integer,java.lang.Integer)
15:15:33.963 13639 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/voice-cloud/auth/api/v1/upload-file],methods=[POST]}" onto public com.mifa.cloud.voice.server.commons.dto.CommonResponse<com.mifa.cloud.voice.server.commons.dto.UploadFileVO> com.mifa.cloud.voice.server.controller.common.UpDownFileController.uploadFileCompress(org.springframework.web.multipart.MultipartFile,com.mifa.cloud.voice.server.commons.enums.FileTypeEnums,com.mifa.cloud.voice.server.commons.enums.BizTypeEnums,java.lang.String,java.lang.String) throws java.lang.Exception
